1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1055,0
1000,570
1016,0
1017,0
1035,0
1297,0
1298,150
1299,262
1389,294
1469,0
1253,0
1254,0
1257,0
1258,0
1261,0
1262,0
1263,0
1264,0
1271,0
1272,0
1273,0
1274,0
1002,0
1309,390
1310,456
1561,0
1562,0
1563,0
1566,0
1567,0
1568,0
1569,0
1300,180
1303,40
1304,195
1305,398
1315,460
1318,230
1320,0
1034,0
1321,0
1322,0
1324,0
1325,45
1328,349
1329,1070
1331,400
1307,0
1314,70
1422,0
1007,0
1020,0
1036,0
1028,0
1029,0
1283,0
1284,0
1285,0
1277,0
1278,0
1279,0
1280,0
1281,0
1290,170
1293,85
1294,0
1033,0
1021,0
1023,0
1024,0
1025,0
1001,0
1172,0
1173,0
1174,0
1175,0
1176,0
1182,0
1185,0
1186,0
1187,0
1189,0
1192,0
1193,0
1198,0
1200,0
1201,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1211,0
1214,0
1216,0
1218,0
1556,0
1557,0
1558,0
8270,350
2019,0
2020,0
2027,0
2178,0
2158,0
2012,0
2013,0
2014,0
2030,0
2036,0
2016,0
2161,0
2034,0
2162,0
2191,0
2018,0
2015,0
2037,0
2033,0
2029,0
2024,0
2025,0
2139,0
2026,0
2022,0
2017,0
2028,0
2031,0
2032,0
2021,0
2143,0
2144,0
2136,175
2133,0
2035,0
2439,0
2138,0
2156,0
2023,0
2124,0
2187,0
2049,0
2050,0
2051,0
2151,0
2214,0
2212,0
2213,0
2038,0
2039,0
2040,0
2045,0
2046,0
2047,0
2048,0
2209,0
2183,0
2210,0
2041,0
2042,0
2043,0
2044,0
2217,0
2060,0
2061,0
2054,0
2216,0
2205,0
2184,100
2152,0
2131,0
2053,0
2057,0
2058,0
2211,0
2215,0
2059,0
2055,0
2056,0
2230,0
2188,0
2442,0
2449,90
2164,25
2232,0
2233,0
2072,0
2328,0
2326,0
2235,0
2071,0
2325,0
2327,0
2073,0
2064,0
2219,0
2189,0
2179,0
2069,0
2065,0
2324,0
2220,0
2062,0
2066,0
2231,0
2160,0
2234,0
2067,0
2068,0
2063,0
2070,0
2271,0
2272,0
2080,0
2081,0
2082,0
2083,0
2085,0
2086,0
2265,0
2091,0
2092,0
2089,0
2084,0
2076,0
2074,0
2267,0
2135,0
2444,0
2446,85
2075,0
2087,0
2269,0
2270,0
2088,0
2093,0
2094,0
2095,0
2090,0
2077,0
2078,0
2079,0
2266,0
2251,0
2255,0
2154,0
2106,0
2107,0
2113,0
2185,0
2155,0
2252,0
2108,0
2109,0
2254,0
2104,0
2111,0
2097,0
2098,0
2099,0
2256,0
2159,0
2102,0
2110,0
2101,0
2115,0
2116,0
2153,0
2249,0
2257,0
2119,0
2121,0
2123,0
2258,0
2103,0
2105,0
2448,125
2443,0
2117,0
2096,0
2225,0
2226,0
2000,0
2447,170
2445,0
2157,0
2122,0
2120,0
2147,60
2148,0
2100,537
2118,0
2112,0
2114,0
2003,0
2440,0
2316,0
3239,0
3404,0
3405,0
3566,0
3647,0
3403,0
3234,0
3228,0
3182,0
3400,0
3401,0
3056,0
3732,0
3737,0
3408,0
3567,0
3034,0
3225,0
3232,0
3233,0
3235,0
3409,0
3410,0
3646,0
3227,0
3229,0
3222,0
3223,0
3402,0
3310,0
3226,0
3238,0
3241,0
3411,0
3231,0
3224,0
3406,0
3407,0
3058,0
3386,0
3195,0
3557,0
3186,0
3190,0
3181,0
3206,0
3375,0
3376,0
3377,0
3378,0
3004,0
3005,0
3006,0
3383,0
3192,0
3559,0
3724,0
3189,0
3202,0
3384,0
3067,0
3385,0
3188,0
3205,0
3204,0
3200,0
3197,0
3561,0
3379,0
3382,0
3068,0
3069,0
3094,0
3066,0
3196,0
3185,0
3562,0
3560,0
3558,0
3198,0
3199,0
3201,0
3193,0
3208,0
3065,0
3095,0
3114,0
3119,0
3125,0
3127,0
3603,0
3614,0
3599,0
3124,0
3116,0
3112,0
3099,0
3089,0
3102,0
3105,0
3120,0
3128,0
3028,0
3602,0
3615,0
3605,0
3037,0
3109,0
3050,0
3036,0
3016,0
3025,0
3000,0
3604,0
3594,0
3595,0
3596,0
3597,0
3618,0
3619,0
3620,0
3727,0
3600,0
3051,0
3122,0
3126,0
3118,0
3087,0
3026,0
3187,0
3183,0
3606,0
3617,0
3170,0
3191,0
3027,0
3029,0
3086,0
3130,0
3132,0
3101,0
3110,0
3113,0
3115,0
3601,0
3123,0
3129,0
3003,0
3047,0
3048,0
3049,0
3111,0
3598,0
3616,0
3607,0
3608,0
3121,0
3104,0
3259,0
3726,0
3448,0
3449,0
3654,0
3073,0
3078,0
3052,0
3033,0
3261,0
3268,0
3271,0
3438,0
3439,0
3442,0
3440,0
3312,0
3314,0
3315,0
3270,0
3258,0
3001,0
3070,0
3434,0
3435,0
3436,0
3610,0
3725,0
3656,0
3657,0
3661,0
3445,0
3446,0
3053,0
3057,0
3165,0
3267,0
3269,0
3064,0
3076,0
3441,0
3659,0
3611,0
3437,0
3060,0
3313,0
3317,0
3272,0
3316,0
3266,0
3451,0
3655,0
3389,0
3045,52
3160,0
3151,0
3149,0
3328,0
3169,0
3323,0
3140,0
3061,0
3573,0
3422,0
3152,0
3159,0
3166,0
3108,0
3008,0
3419,0
3677,0
3669,0
3673,0
3575,0
3576,0
3084,0
3157,0
3150,0
3155,0
3146,0
3137,0
3331,0
3318,0
3319,0
3428,0
3429,0
3417,0
3418,0
3676,0
3320,0
3164,0
3172,0
3203,0
3136,0
3153,0
3062,0
3142,0
3675,0
3666,0
3674,0
3738,0
3426,0
3427,0
3139,0
3326,0
3147,0
3167,0
3168,0
3063,0
3423,0
3420,0
3421,0
3425,0
3572,0
3412,0
3413,0
3414,0
3415,0
3416,0
3731,0
3662,0
3663,0
3664,0
3148,0
3145,0
3141,0
3138,0
3131,0
3330,0
3325,0
3194,0
3143,0
3671,0
3678,0
3424,0
3574,0
3158,0
3162,0
3163,0
3154,0
3156,0
3209,0
3215,0
3321,0
3175,0
3433,0
3430,0
3179,0
3030,0
3178,0
3174,0
3176,0
3177,0
3739,0
3432,0
3173,0
3171,0
3278,0
3292,0
3293,0
3579,0
3580,0
3581,0
3582,0
3730,0
3690,0
3695,0
3693,0
3592,0
3286,0
3117,0
3083,0
3287,0
3285,0
3294,40
3583,0
3694,0
3692,0
3589,0
3333,0
3082,21
3301,0
3590,0
3584,0
3296,0
3593,0
3688,0
3588,0
3299,0
3291,0
3079,30
3295,0
3587,0
3586,0
3290,0
3288,0
3289,0
3332,0
3585,0
3077,0
3017,0
3021,0
3334,0
3577,0
3452,0
3454,0
3456,0
3457,0
3650,0
3213,0
3211,0
3031,0
3098,0
3072,0
3212,0
3210,0
3453,0
3639,0
3736,0
3249,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3100,0
3032,0
3059,0
3046,0
3054,0
3035,0
3372,0
3250,0
3391,0
3392,0
3393,0
3306,0
3733,0
3565,0
3055,0
3044,0
3071,0
3394,0
3395,0
3388,0
3080,0
3571,0
3563,0
3629,0
3564,0
3081,0
3043,0
3396,0
3397,0
3398,0
3399,0
3642,0
3643,0
4303,0
4186,0
4187,0
4178,0
4302,0
4322,0
4329,0
4208,0
4232,0
4184,0
4185,0
4307,0
4188,0
4189,0
4301,0
4305,0
4306,0
4183,0
4182,0
4217,0
4171,0
4172,0
4173,0
4162,0
4031,0
4260,0
4273,0
4276,0
4277,0
4278,0
4279,0
4290,0
4323,0
4167,0
4313,0
4168,0
4174,0
4258,0
4257,0
4176,0
4177,0
4256,0
4312,0
4169,0
4170,0
4311,0
4013,0
4309,0
4308,0
4201,0
4155,0
4161,0
4160,0
4310,0
4332,0
4331,0
4158,0
4152,85
4324,0
4219,0
4266,0
4156,0
4157,0
4330,0
4249,0
4244,0
4029,0
4145,0
4146,0
4147,0
4320,0
4325,0
4241,0
4137,0
4129,0
4000,0
4003,0
4025,0
4228,0
4231,0
4022,0
4135,0
4149,0
4150,0
4138,0
4139,0
4136,0
4215,0
4134,0
4148,0
4142,0
4143,0
4144,0
4140,0
4024,0
4248,0
4250,0
4281,0
4282,0
4283,0
4284,0
4327,0
4334,0
4292,0
4295,0
4296,0
4026,0
4100,0
4023,0
4021,0
4191,50
4194,0
4116,0
4118,0
4238,0
4119,0
4114,0
4028,0
4019,0
4123,0
4124,0
4237,0
4280,0
4298,0
4239,0
4122,0
4016,0
4017,0
4126,0
4030,0
4027,0
4015,0
4125,0
4235,0
4205,0
4318,0
4120,0
4121,0
4128,0
4127,0
4115,0
4020,0
4018,0
5504,0
5025,0
5057,0
5058,0
5059,0
5060,0
5061,0
5093,0
5094,0
5100,0
5101,0
5102,0
5103,0
5166,0
5170,0
5190,0
5069,0
5019,0
5020,0
5021,0
5006,0
5027,0
5017,0
5097,0
5108,0
5505,0
5213,0
5107,0
5200,0
5095,0
5007,0
5026,0
5005,0
5000,0
5015,0
5016,0
5022,0
5023,0
5105,0
5098,0
5099,0
5111,0
5070,0
5072,0
5079,0
5029,0
5009,0
5010,0
5011,0
5127,0
5112,0
5110,0
5160,0
5030,0
5028,0
5073,0
5096,0
5012,0
5013,0
5014,0
5113,0
5024,0
5106,0
5083,0
5084,0
5085,0
5086,0
5063,0
5033,0
5034,0
5035,0
5036,0
5048,0
5144,0
5145,0
5146,0
5147,0
5207,0
5273,0
5459,0
5506,0
5490,0
5503,0
5283,0
5214,0
5154,0
5151,0
5152,0
5042,0
5496,0
5043,0
5044,0
5153,0
5192,0
5193,0
5497,0
5495,0
5277,0
5191,0
5164,0
5039,0
5276,0
5292,0
5461,0
5494,0
5279,0
5215,0
5041,0
5045,0
5077,0
5088,0
5148,0
5149,0
5150,0
5004,0
5155,0
5201,0
5294,0
5278,0
5050,0
5487,0
5071,0
5118,0
5119,0
5002,0
5064,0
5065,0
5081,0
5090,0
5186,0
5183,0
5180,0
5159,0
5001,0
5092,0
5130,0
5425,0
5208,0
5120,0
5187,0
5080,0
5051,0
5188,0
5171,0
5185,0
5123,0
5493,0
5203,0
5423,0
5143,0
5202,0
5136,0
5137,0
5031,0
5212,0
5492,0
5420,0
5426,0
5427,0
5440,0
5438,0
5211,0
5091,0
5121,0
5114,0
5115,0
5116,0
5168,0
5003,0
5184,0
5189,0
5138,0
5139,0
5140,0
5141,0
5142,0
5128,0
5089,0
5076,0
5439,0
5421,0
5205,0
5416,0
5124,0
5181,0
5182,0
5172,0
5132,0
5432,0
5156,0
5157,0
5158,0
5078,0
5066,0
5067,0
5068,0
5062,0
5054,0
5126,0
5161,0
5162,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5477,0
5478,0
5489,0
5499,0
5479,0
5480,0
5217,0
5046,0
6006,0
6361,0
6461,0
6459,0
6460,0
6348,0
6034,0
6035,0
6036,0
6045,0
6008,0
6009,0
6014,0
6358,0
6026,0
6029,0
6022,0
6024,0
6025,0
6015,0
6013,0
6033,0
6044,0
6454,0
6455,0
6456,0
6285,0
6822,0
6377,0
6351,0
6021,0
6017,0
6019,0
6020,0
6347,0
6380,0
6573,0
6027,0
6028,0
6016,0
6046,0
6462,0
6281,0
6301,0
6458,0
6031,0
6032,0
6030,0
6457,0
6376,0
6023,0
6314,0
6289,0
